id,cluster_id,screen_name,name,clean_description,followers_count,friends_count,default_profile,default_profile_image,verified,created_at,location,url,profile_banner_url,profile_image_url_https,user_age,follower_growth_rate,friends_growth_rate,hashtag_in_description,numbers_in_description,favourites_count,status_count,media_count,listed_count,no_type_tweet,no_type_retweet_with_comment,no_type_reply,mean_no_media_per_tweet,mean_no_words,no_languages,mean_no_hashtags,mean_favourites_per_tweet,time_between_tweets,tweet_frequency,min_tweets_per_hour,min_tweets_per_day,max_tweets_per_hour,max_tweets_per_day,max_occurence_of_same_gap,unique_mention_rate_per_tweet,mean_user_mentions_per_tweet,retweet_as_tweet_rate,no_retweet_tweets,mean_retweets_per_tweet,Botometer Score,tagger's name 1,prob1,reason 1,tagger's name2,prob 2,reason 2,"آیا دنبال‌شوندگان/دنبال‌کننده‌ها غیرعادی‌اند؟نسبت غیرمنطقی، فالوورهای فیک (ویژگی‌های شبکه‌ای و تعاملات (Network Features)
الگوهای ارتباطی و شبکه اجتماعی حساب‌ها:
•        نسبت فالوورها به فالووینگ:
o        دنبال‌کردن هزاران نفر و داشتن تعداد کمی فالوور.
o        یا برعکس: داشتن تعداد زیاد فالوور اما بدون تعامل واقعی.
•        خوشه‌های هماهنگ: چند حساب با هم توییت مشابه منتشر می‌کنند یا همزمان لایک/ری‌توئیت می‌کنند.
•        شبکه‌های مشابه: داشتن مجموعه‌ای مشابه از فالوورها یا فالووینگ‌ها.
•        Retweet farms: حساب‌هایی که صرفاً ری‌توئیت می‌کنند تا ترند مصنوعی بسازند.)","آیا محتوای توییت‌ها خودکار به‌نظر می‌رسد؟تکراری، تبلیغاتی، ماشینی (•        تکرار متن: پست‌های یکسان یا بسیار شبیه بین چند اکانت.
•        الگوهای ثابت: همه توییت‌ها یک ساختار دارند (لینک + هشتگ + ایموجی).
•        غلبه لینک: درصد زیادی از توییت‌ها شامل لینک هستند.
•        هشتگ‌های پرکاربرد: استفاده از ترندها برای جلب توجه، حتی اگر بی‌ارتباط باشند.
•        منشن گسترده: منشن کردن تعداد زیادی کاربر برای تبلیغ یا اسپم.
•        کیفیت زبانی:
o        زبان ماشینی یا ترجمه‌شده خودکار.
o        خطاهای عجیب یا یکنواختی بیش‌ازحد.
•        تنوع پایین واژگان: استفاده مکرر از واژه‌ها و عبارت‌های تکراری.)","آیا پروفایل واقعی به‌نظر می‌رسد؟عکس واقعی، بیوگرافی کامل، نام کاربری (
•        نام کاربری(username/handle):
o        وجود رشته‌های عددی طولانی (user12345678)
o        شباهت زیاد نام‌ها در چند حساب مختلف مثلاً iran_news01, iran_news02، ….
o        نام‌هایی بی‌معنی یا تصادفی (abc_45_klo)
•        تصویر پروفایل:
o        استفاده از تصویر پیش‌فرض یا avatar عمومی
o        تصاویر دزدیده‌شده یا تکراری می‌توان با جستجوی معکوس گوگل بررسی کرد.
o        کیفیت پایین یا غیرمرتبط (مثلاً لوگوی تصادفی).
•        بیو (Bio):
o        بیوهای خالی یا خیلی کوتاه.
o        بیوهای تکراری بین چند حساب (کپی/پیست).
o        استفاده از کلمات کلیدی مثل bot, feed, auto، یا فقط هشتگ.
•        تاریخ ایجاد حساب:
o        حساب‌های خیلی جدید که در همان روز/هفته صدها توییت می‌زنند.
o        موجی از حساب‌های جدید در بازه زمانی کوتاه.
•        لینک‌ها در پروفایل:
o        لینک‌های کوتاه‌شده (tinyurl) که مقصدشان تبلیغی یا مشکوک است.
o        تکرار یک دامنه در پروفایل چند حساب مشابه.)","آیا رفتار زمانی توییت‌ها طبیعی است؟ارسال نامنظم، در ساعات مختلف (فرکانس بالا: ارسال ده‌ها یا صدها توییت در روز.
•	پایداری زمانی: فعالیت ۲۴/۷ بدون استراحت (انسان نیاز به خواب دارد).
•	فواصل منظم: توییت‌ها دقیقاً در بازه‌های منظم (مثلاً هر 10 دقیقه).
•	انفجار فعالیت Burstiness : ناگهان در مدت کوتاه صدها پست منتشر می‌کنند.
•	زمان‌بندی نامعمول: کاربر فرضی ایرانی که همیشه در نیمه‌شب ایران فعال است.)","آیا تعامل با دیگران وجود دارد؟ریپلای، منشن، گفت‌وگو با کاربران (ویژگی‌های رفتاری در مکالمه (Conversational Features)
•        پاسخ‌دهی کم: حسابی که تقریباً هیچوقت جواب مستقیم نمی‌دهد.
•        پاسخ‌های ماشینی: جملات کلیشه‌ای و تکراری مثل ""Great post!"" یا ""Nice info""
•        تأخیر یکنواخت در پاسخ: مثلاً همیشه ۳ ثانیه بعد جواب می‌دهد.
•        نبود تعامل شخصی: اشاره نکردن به تجربیات فردی یا مکالمات واقعی.)",آیا توییت‌ها متنوع و طبیعی‌اند؟زبان انسانی، نظر شخصی، طنز، تعامل,آیا فرکانس استفاده از یک هشتگ زیاد است,LLM(ChatGPT),LLM(Gemini),Grok 4,following,description,fast_followers_count,has_custom_timelines,is_translator,normal_followers_count,pinned_tweet_ids_str,possibly_sensitive,profile_interstitial_type,statuses_count,translator_type,want_retweets,last_updated,verified_type
617853906.0,3.0,PatriotPointman,Brett Murphy,Writer & Poet | Videos & Live Streams | America First Patriot | Honoring My Son's Legacy Through Service,159406.0,39400.0,0.0,False,0.0,2012-06-25T04:38:20+00:00,California,https://t.co/0paExYfxPr,https://pbs.twimg.com/profile_banners/617853906/1731850865,https://pbs.twimg.com/profile_images/1868212409107951616/hapeFoha_normal.jpg,4667.0,34.15599,8.442254,0.0,0.0,42127.0,2427479.0,170586.0,450.0,1.0,0.0,0.0,0.0,28.0,1.0,0.0,12.0,0.0,520.1369,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2427478.0,2427478.0,6.0,0.9/5,HelenAzad,0.8,اکانتی با این یوزر نیم پیدا نشد.,,,,,,,,,,,0.5,,,False,Writer & Poet | Videos & Live Streams | America First Patriot | Honoring My Son's Legacy Through Service,0.0,True,False,159406.0,['1888865329318924426'],False,,2427479.0,none,False,2025-02-12T08:20:10.201652,
1.58e+18,4.0,IranZiba1401,Free Iran,"@PahlaviReza, 
 @PahlaviComms, 
 @ShahbanouFarah,",2020.0,1938.0,1.0,False,0.0,2022-10-12T00:53:19+00:00,,,https://pbs.twimg.com/profile_banners/1579998556026724352/1712600930,https://pbs.twimg.com/profile_images/1689021554359930882/sS8j60U5_normal.jpg,906.0,2.229581,2.139073,0.0,1.0,49690.0,381563.0,9921.0,2.0,1.0,1.0,1.0,1.0,17.5,2.0,2.5,14.0,12948214.0,421.1512,0.0,0.0,2.0,2.0,2.0,0.5,0.5,381560.0,381560.0,7.75,2.0/5,HelenAzad,0.8,اکانتی با این یوزر نیم پیدا نشد.,,,,,,,,,,,0.0,,,,"💚🦁🤍🌞❤️

@PahlaviReza, https://t.co/dlBsD3cnjD
@PahlaviComms, https://t.co/3qKrOKvVrr
@ShahbanouFarah, https://t.co/ZO2yxTl2G2",0.0,False,False,2020.0,[],False,,381563.0,none,False,2025-02-10T15:57:23.208884,
1.71608e+18,4.0,MIIran20194,دخترایران از نسل رستم,"من دخترایران 
 از نسل رستم
 میجنگم برای ایران آباد آزاد
 برای ایران پادشاهی
 تاابد جاویدشاه",917.0,558.0,1.0,False,0.0,2023-10-22T13:33:33+00:00,ایران پادشاهی آرزومه.جاویدشاه,,https://pbs.twimg.com/profile_banners/1716084989165522944/1710310145,https://pbs.twimg.com/profile_images/1844451733797220399/9M7oOIr-_normal.jpg,531.0,1.72693,1.050847,0.0,0.0,68844.0,189003.0,1971.0,1.0,707.0,451.0,37.0,0.493489,33.05826,3.0,2.989719,3.864976,4105.823,355.9379,0.0,0.0,34.0,104.0,269.0,0.023304,0.037697,265.6407355,187808.0,1.204935,Error - Timeout,HelenAzad,0.8,توییت های فرد را می تواند یک ربات نوشته باشد./ بیشتر توییت ها ریتوییت با هشتگ ها و کلمات خاص هستند. تعداد ویوها عموموا کمتر از 70 تا در کامنت ها و توییت های شخص هست./ تعداد ریتوییت ها در یک ساعت بسیار بالاست./,,,,,,,,,,,0.0,,,False,"من دخترایران 
از نسل رستم
میجنگم برای ایران آباد آزاد
برای ایران پادشاهی
تاابد جاویدشاه",0.0,False,False,917.0,[],False,,189003.0,none,False,2025-02-10T21:49:36.562860,
1.68461e+18,4.0,Artemis540721,👑Artemis👑,تا ابد و یک روز جاوید شاه،پاینده ایران,1052.0,266.0,1.0,False,0.0,2023-07-27T17:19:20+00:00,Kingdom of Iran,,https://pbs.twimg.com/profile_banners/1684614288378298375/1734274931,https://pbs.twimg.com/profile_images/1684616129317068800/mmftMiaT_normal.jpg,618.0,1.702265,0.430421,0.0,0.0,244259.0,207701.0,1290.0,2.0,7.0,100.0,46.0,1.698795,26.99398,5.0,2.650602,48.45181,311506.0,336.0858,0.0,0.0,11.0,19.0,14.0,0.283133,0.668675,29649.71429,207548.0,22.94578,Error - Timeout,HelenAzad,0.9,موضوع توییت ها یکی است./ در اغلب ریتوییت ها کلمات خاص و هشتگ های تکراری دیده می شود./.انگار همه ی توییت های یه سری اکانت خاص هی ریتوییت میشن./ در توییت های اولیه توییت و کامنتی از اکانت دیده نمی شود و اغلب ریتوییت هستند./ تعداد ریتوییت ها بسیار بالاست./ لحن انسانی و فحاشی دیده نمی شود.,,,,,,,,,,,0.0,,,False,تا ابد و یک روز جاوید شاه،پاینده ایران,0.0,False,False,1052.0,[],False,,207701.0,none,False,2025-02-10T21:50:18.338625,
1.80045e+18,4.0,tifraghe_n,Tifraghe,parody and political satire,2838.0,1826.0,1.0,False,0.0,2024-06-11T08:55:49+00:00,مناطق محروم و کم برخوردار,,https://pbs.twimg.com/profile_banners/1800451663964016640/1718186039,https://pbs.twimg.com/profile_images/1882494952661504000/kSaND6nn_normal.jpg,298.0,9.52349,6.127517,0.0,0.0,120843.0,95278.0,1304.0,0.0,58.0,37.0,10.0,0.786325,25.17949,3.0,1.692308,145.5128,165330.2,319.7248,0.0,0.0,2.0,6.0,13.0,0.17094,0.205128,1640.913793,95173.0,40.90598,Error - Timeout,HelenAzad,0.9,زمانبندی بین توییت ها بسیار مشکوک و پشت هم است. / اکانتی با این اسم دیگر وجود ندارد./ ,,,,,,,,,,,0.5,,,False,parody and political satire,0.0,False,False,2838.0,['1885274114782306472'],False,,95278.0,none,False,2025-02-10T21:54:50.671361,
1.59589e+18,4.0,EstouComIsrael,Leoa de Judá 🇮🇱 🇧🇷 🇵🇹,"Podem calar a minha voz! Mas não podem matar o meu Espírito. Pois em verdade vos digo: - Não mais vivo eu, mas Cristo vive em mim!",8149.0,8860.0,1.0,False,0.0,2022-11-24T21:29:02+00:00,,,https://pbs.twimg.com/profile_banners/1595892141871583232/1738542883,https://pbs.twimg.com/profile_images/1889006423335383043/qRi-BlCz_normal.jpg,863.0,9.442642,10.26651,0.0,0.0,317045.0,265689.0,2441.0,5.0,0.0,0.0,1.0,0.0,16.0,1.0,1.0,0.0,0.0,307.8667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,265688.0,265688.0,0.0,2.7/5,HelenAzad,0.9,زبان فارسی نیست./ تعداد توییت ها در روز بسیار بالاست و منطقی نیست و پیج در مورد موضوعات سیاسی است,,,,,,,,,,,0.5,,,False,"Podem calar a minha voz! Mas não podem matar o meu Espírito. Pois em verdade vos digo: -  Não mais vivo eu, mas Cristo vive em mim!",0.0,True,False,8149.0,['1874298871725387781'],False,,265689.0,none,False,2025-02-11T01:09:00.174017,
177584156.0,2.0,jjauthor,Janie Johnson - America is Exceptional,"THINK AMERICA GREAT! Conservatism. Patriotism. Optimism. Don't Take My Lemonade Stand, Uncommon Sense,0 Slogans. God. Country. Family.",218955.0,73207.0,0.0,False,0.0,2010-08-12T14:41:59+00:00,"Nevada, USA",https://t.co/T5sejzS9hR,https://pbs.twimg.com/profile_banners/177584156/1597596632,https://pbs.twimg.com/profile_images/1490814036027445248/Vs3YvHy5_normal.jpg,5350.0,40.92617,13.68355,0.0,1.0,287709.0,1574390.0,89818.0,2173.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,360.0,0.0,294.2785,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1574389.0,1574389.0,284.0,1.1/5,HelenAzad,0.9,ریتوییت در مورد موضوعات مختلف و در تعداد بسیار بالا/ در توییت های اولیه کامنت و کوت از این فرد دیده نشد./ تعداد فالور و توییت توییت ها بسیار بالاست.,,,,,,,,,,,0.5,,,False,"THINK AMERICA GREAT! Conservatism. Patriotism. Optimism. Don't Take My Lemonade Stand, Uncommon Sense,0 Slogans. God. Country. Family. 🇺🇸  https://t.co/j92pcSV8fv",0.0,True,False,218955.0,['1809686871087448083'],False,,1574390.0,none,False,2025-02-11T00:15:39.933490,
1.57186e+18,4.0,Lillian3003,lillian,,1477.0,1186.0,1.0,False,0.0,2022-09-19T14:16:27+00:00,,,https://pbs.twimg.com/profile_banners/1571864502647259136/1712926223,https://pbs.twimg.com/profile_images/1855693533417451520/AsikgSZU_normal.jpg,929.0,1.589882,1.276642,0.0,0.0,129193.0,271606.0,41943.0,5.0,3.0,0.0,0.0,1.2,24.6,1.0,1.2,252.6,11565769.0,292.3638,0.0,0.0,2.0,2.0,3.0,0.0,0.0,90534.33333,271603.0,70.2,2.3/5,HelenAzad,0.2,موضوع اغلب یکیست/ در کامنت ها فحاشی و لحن انسانی نیز دیده می شود./  صحبت در مورد روزمره و تعاملات انسانی مپل آدرس پیج و .. نیز دیده می شود./ تعداد زیاذ توییت و ریتوییت ها کمی مشکوک است./ ,,,,,,,,,,,0.0,,,False,,0.0,True,False,1477.0,['1704994682713833586'],False,,271606.0,none,False,2025-02-11T01:06:33.046412,
1.8597e+18,4.0,amiralikohrang,koohrang,کیان پیرفلککوهرنگ،زردکوه،کارون...سابق.کفیرآریل,164.0,91.0,1.0,False,0.0,2024-11-21T20:42:05+00:00,,,https://pbs.twimg.com/profile_banners/1859698755894706176/1732298868,https://pbs.twimg.com/profile_images/1860022261245194240/gwPN21n0_normal.jpg,135.0,1.214815,0.674074,0.0,0.0,32073.0,36958.0,114.0,1.0,1.0,0.0,8.0,1.6,10.1,2.0,2.1,3.7,417537.8,273.763,0.0,0.0,2.0,2.0,2.0,0.7,1.2,36949.0,36949.0,0.5,Error - Timeout,HelenAzad,0.8,کامنت و کوتی در توییت های اولیه به چشم نمی خورد./ موضوع ریتوییت های همگی یکیست./ ریتوییت ها همگی دارای کلمات خاص یا هشتگ های خاص هستند./ تعداد توییت ها در روز بسیار بالاست و کمی مشکوک است./,,,,,,,,,,,0.0,,,,🦁کیان پیرفلک🌞کوهرنگ،زردکوه،کارون...سابق.🧡کفیر🎗آریل🧡,0.0,False,False,164.0,[],False,,36958.0,none,False,2025-02-10T22:56:11.454407,
1271852322.0,3.0,Limportant_fr,L'important,Le site l'Important sélectionne des tweets du monde entier pour en retenir...l'important. L'info par les réseaux sociaux.,312588.0,2212.0,0.0,False,0.0,2013-03-16T09:23:50+00:00,"Paris, France",http://t.co/GoT4pNZwEM,https://pbs.twimg.com/profile_banners/1271852322/1399141885,https://pbs.twimg.com/profile_images/1111361281909538816/Uy2kyDX7_normal.png,4403.0,70.99432,0.502385,0.0,0.0,13720.0,1177367.0,1079474.0,2788.0,1.0,0.0,0.0,0.0,39.0,1.0,0.0,14.0,0.0,267.4011,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1177366.0,1177366.0,3.0,0.3/5,HelenAzad,0.9,توییت در مورد موضوعات مختلف./ استفاده از کلمات متنوع./ تعداد لایک ها و ویوها با هم متناسبند./ توییت ها همگی هشتگی خاص دارند./ کامنت و کوتی در توییت های اولیه دیده نشد./ تعداد توییت های در یک شبانه روز بسیار بالاست./ ,,,,,,,,,,,0.3,,,False,Le site l'Important sélectionne des tweets du monde entier pour en retenir...l'important. L'info par les réseaux sociaux.,0.0,False,False,312588.0,['1577280137854345216'],False,,1177367.0,none,False,2025-02-09T08:57:39.469380,Business
